LED Status,Date,Time,Type,F1 (415nm),F2 (445nm),F3 (480nm),F4 (515nm),F5 (555nm),F6 (590nm),F7 (630nm),F8 (680nm),Clear (),NIR (),Type,F1 415nm,F2 445nm,F3 480nm,F4 515nm,F5 555nm,F6 590nm,F7 630nm,F8 680nm,Clear,NIR,
LED ON,2023/7/21 (Friday) ,12:12:25,BASIC COUNTS,0.45,0.67,0.93,1.14,1.21,1.36,1.81,1.79,7.11,1.96,RAW VALUES,179,267,371,458,486,545,723,718,2845,785,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:27,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.36,1.81,1.8,7.13,1.97,RAW VALUES,180,268,372,460,487,546,725,719,2853,787,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:28,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.37,1.81,1.8,7.13,1.97,RAW VALUES,180,268,373,460,488,547,726,720,2856,788,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:29,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.36,1.81,1.8,7.12,1.97,RAW VALUES,180,268,372,460,487,546,724,719,2852,787,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:30,BASIC COUNTS,0.45,0.67,0.93,1.15,1.21,1.36,1.81,1.79,7.11,1.96,RAW VALUES,180,267,372,459,486,545,723,718,2846,785,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:32,BASIC COUNTS,0.45,0.67,0.93,1.14,1.21,1.36,1.8,1.79,7.1,1.96,RAW VALUES,179,267,371,458,485,544,721,716,2841,783,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:33,BASIC COUNTS,0.45,0.67,0.93,1.14,1.21,1.36,1.81,1.79,7.11,1.96,RAW VALUES,179,267,372,458,486,545,723,717,2846,785,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:34,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.36,1.81,1.79,7.12,1.96,RAW VALUES,180,267,372,459,487,546,723,718,2849,786,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:36,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.36,1.81,1.8,7.13,1.97,RAW VALUES,180,268,372,460,487,546,724,719,2853,788,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:37,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.36,1.81,1.8,7.12,1.97,RAW VALUES,179,267,372,459,487,546,724,719,2851,787,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:38,BASIC COUNTS,0.45,0.67,0.93,1.15,1.21,1.36,1.81,1.79,7.11,1.96,RAW VALUES,180,267,371,459,486,545,723,717,2847,786,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:39,BASIC COUNTS,0.45,0.67,0.92,1.14,1.21,1.36,1.8,1.79,7.1,1.96,RAW VALUES,180,267,370,458,485,544,722,717,2843,785,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:41,BASIC COUNTS,0.45,0.66,0.93,1.14,1.21,1.36,1.8,1.79,7.1,1.96,RAW VALUES,179,266,371,458,485,544,721,716,2842,785,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:42,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.36,1.81,1.79,7.12,1.97,RAW VALUES,179,267,372,459,487,546,724,718,2851,788,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:43,BASIC COUNTS,0.45,0.67,0.93,1.15,1.21,1.36,1.81,1.79,7.12,1.97,RAW VALUES,179,267,372,459,486,546,723,718,2851,788,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:45,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.36,1.81,1.8,7.13,1.97,RAW VALUES,180,268,372,459,487,546,724,719,2854,789,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:46,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.37,1.81,1.8,7.13,1.97,RAW VALUES,180,268,373,460,487,547,725,720,2856,789,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:47,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.37,1.81,1.8,7.14,1.98,RAW VALUES,181,268,373,461,488,547,726,721,2860,791,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:48,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.36,1.81,1.8,7.13,1.97,RAW VALUES,180,267,372,460,487,546,725,719,2855,789,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:50,BASIC COUNTS,0.45,0.66,0.92,1.14,1.21,1.36,1.8,1.79,7.11,1.97,RAW VALUES,179,266,370,458,485,545,722,717,2846,787,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:51,BASIC COUNTS,0.45,0.66,0.92,1.14,1.21,1.36,1.8,1.79,7.1,1.96,RAW VALUES,179,266,370,457,485,544,721,716,2842,786,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:52,BASIC COUNTS,0.45,0.67,0.93,1.14,1.21,1.36,1.81,1.79,7.11,1.97,RAW VALUES,180,267,371,458,486,545,723,717,2848,787,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:54,BASIC COUNTS,0.45,0.67,0.93,1.15,1.21,1.36,1.81,1.79,7.12,1.97,RAW VALUES,179,268,372,459,486,546,723,718,2851,788,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:55,BASIC COUNTS,0.45,0.67,0.93,1.14,1.21,1.36,1.8,1.79,7.1,1.96,RAW VALUES,180,267,371,458,485,544,722,716,2844,786,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:56,BASIC COUNTS,0.44,0.66,0.92,1.14,1.21,1.36,1.8,1.79,7.09,1.96,RAW VALUES,178,266,370,456,484,543,720,715,2837,784,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:57,BASIC COUNTS,0.45,0.66,0.92,1.14,1.21,1.36,1.8,1.79,7.1,1.96,RAW VALUES,179,266,370,458,485,544,722,716,2844,786,LED OFF
LED ON,2023/7/21 (Friday) ,12:12:59,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.37,1.81,1.8,7.15,1.98,RAW VALUES,179,268,372,460,488,547,726,721,2862,792,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:00,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.37,1.82,1.8,7.17,1.98,RAW VALUES,180,268,373,461,489,549,728,722,2869,794,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:01,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.37,1.82,1.8,7.16,1.98,RAW VALUES,181,268,373,461,489,548,727,722,2866,793,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:03,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.37,1.81,1.8,7.14,1.98,RAW VALUES,181,268,373,460,488,547,725,720,2858,791,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:04,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.37,1.81,1.8,7.15,1.98,RAW VALUES,181,268,373,460,488,547,726,720,2862,792,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:05,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.37,1.82,1.8,7.16,1.98,RAW VALUES,181,269,373,461,489,548,727,722,2867,793,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:06,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.37,1.82,1.8,7.16,1.98,RAW VALUES,180,269,374,461,489,548,727,722,2867,794,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:08,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.37,1.82,1.8,7.16,1.98,RAW VALUES,181,269,374,461,489,548,727,722,2867,794,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:09,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.37,1.82,1.81,7.17,1.99,RAW VALUES,180,269,374,461,489,549,728,723,2871,795,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:10,BASIC COUNTS,0.45,0.67,0.93,1.15,1.22,1.37,1.82,1.81,7.18,1.99,RAW VALUES,180,269,374,462,490,549,728,723,2873,796,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:12,BASIC COUNTS,0.45,0.67,0.93,1.16,1.22,1.37,1.82,1.81,7.19,1.99,RAW VALUES,181,269,374,463,490,550,730,725,2878,798,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:13,BASIC COUNTS,0.45,0.67,0.94,1.16,1.23,1.38,1.83,1.81,7.2,2,RAW VALUES,181,270,375,463,491,551,731,725,2882,799,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:14,BASIC COUNTS,0.45,0.67,0.94,1.16,1.23,1.38,1.83,1.82,7.22,2,RAW VALUES,181,270,376,464,493,553,733,728,2891,802,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:15,BASIC COUNTS,0.45,0.67,0.94,1.16,1.23,1.38,1.83,1.82,7.21,2,RAW VALUES,181,270,376,464,492,552,732,727,2887,800,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:17,BASIC COUNTS,0.45,0.67,0.94,1.16,1.23,1.38,1.83,1.81,7.21,2,RAW VALUES,181,270,375,463,491,551,731,726,2885,800,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:18,BASIC COUNTS,0.45,0.67,0.94,1.16,1.23,1.38,1.83,1.81,7.2,2,RAW VALUES,182,270,375,464,491,551,731,726,2884,799,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:19,BASIC COUNTS,0.45,0.67,0.94,1.16,1.23,1.38,1.82,1.81,7.2,1.99,RAW VALUES,181,270,375,463,491,551,730,725,2882,798,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:21,BASIC COUNTS,0.45,0.67,0.94,1.16,1.22,1.37,1.82,1.81,7.19,1.99,RAW VALUES,181,270,375,463,490,550,730,724,2878,798,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:22,BASIC COUNTS,0.45,0.67,0.94,1.16,1.23,1.38,1.83,1.81,7.22,2,RAW VALUES,182,270,376,464,492,552,732,726,2889,800,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:23,BASIC COUNTS,0.46,0.68,0.94,1.16,1.23,1.38,1.83,1.82,7.23,2.01,RAW VALUES,183,271,377,465,494,554,734,729,2896,803,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:24,BASIC COUNTS,0.46,0.68,0.94,1.16,1.23,1.38,1.84,1.82,7.25,2.01,RAW VALUES,183,272,377,466,494,554,735,729,2901,804,LED OFF
LED ON,2023/7/21 (Friday) ,12:13:26,BASIC COUNTS,0.46,0.68,0.94,1.16,1.23,1.38,1.84,1.82,7.25,2.01,RAW VALUES,183,272,378,466,494,554,735,729,2901,804,LED OFF
