LED Status,Date,Time,Type,F1 (415nm),F2 (445nm),F3 (480nm),F4 (515nm),F5 (555nm),F6 (590nm),F7 (630nm),F8 (680nm),Clear (),NIR (),Type,F1 415nm,F2 445nm,F3 480nm,F4 515nm,F5 555nm,F6 590nm,F7 630nm,F8 680nm,Clear,NIR,
LED ON,2023/7/20 (Thursday) ,13:56:19,BASIC COUNTS,0.41,0.6,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29284,43274,60280,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,13:56:20,BASIC COUNTS,0.41,0.6,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29394,43443,60509,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,13:56:22,BASIC COUNTS,0.41,0.6,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29410,43461,60535,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,13:56:24,BASIC COUNTS,0.41,0.61,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29451,43520,60609,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,13:56:25,BASIC COUNTS,0.41,0.61,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29446,43506,60597,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,13:56:27,BASIC COUNTS,0.41,0.61,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29476,43544,60645,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,13:56:28,BASIC COUNTS,0.41,0.61,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29481,43549,60660,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,13:56:30,BASIC COUNTS,0.41,0.61,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29493,43566,60671,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,13:56:32,BASIC COUNTS,0.41,0.61,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29508,43574,60696,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,13:56:33,BASIC COUNTS,0.41,0.61,0.85,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29537,43610,60769,65535,65535,65535,65535,65535,65535,65535,LED OFF
