LED Status,Date,Time,Type,F1 (415nm),F2 (445nm),F3 (480nm),F4 (515nm),F5 (555nm),F6 (590nm),F7 (630nm),F8 (680nm),Clear (),NIR (),Type,F1 415nm,F2 445nm,F3 480nm,F4 515nm,F5 555nm,F6 590nm,F7 630nm,F8 680nm,Clear,NIR,
LED ON,2023/7/19 (Wednesday) ,13:24:20,BASIC COUNTS,0.31,0.46,0.63,0.78,0.82,0.91,0.91,0.91,0.91,0.91,RAW VALUES,22576,33100,45344,56027,58582,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:24:22,BASIC COUNTS,0.33,0.48,0.66,0.81,0.89,0.91,0.91,0.91,0.91,0.91,RAW VALUES,23429,34326,47124,58336,64014,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:24:23,BASIC COUNTS,0.34,0.5,0.69,0.86,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,24638,36090,49616,61582,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:24:25,BASIC COUNTS,0.34,0.5,0.69,0.85,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,24526,35934,49375,61252,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:24:27,BASIC COUNTS,0.34,0.5,0.69,0.85,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,24572,36012,49481,61341,65457,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:24:28,BASIC COUNTS,0.32,0.47,0.65,0.81,0.88,0.91,0.91,0.91,0.91,0.91,RAW VALUES,23295,34120,46824,57880,63271,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:24:30,BASIC COUNTS,0.33,0.48,0.66,0.81,0.88,0.91,0.91,0.91,0.91,0.91,RAW VALUES,23534,34458,47198,58308,63525,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:24:32,BASIC COUNTS,0.34,0.5,0.69,0.85,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,24501,35878,49261,61014,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:24:33,BASIC COUNTS,0.35,0.51,0.7,0.87,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,25090,36775,50527,62688,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:24:35,BASIC COUNTS,0.35,0.52,0.72,0.89,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,25492,37394,51426,63784,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:24:37,BASIC COUNTS,0.36,0.52,0.72,0.89,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,25625,37585,51699,64095,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:24:38,BASIC COUNTS,0.36,0.52,0.72,0.89,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,25625,37587,51672,64088,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:24:40,BASIC COUNTS,0.36,0.52,0.72,0.89,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,25705,37707,51856,64278,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:24:42,BASIC COUNTS,0.36,0.53,0.73,0.9,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,25933,38034,52330,64842,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:24:43,BASIC COUNTS,0.36,0.53,0.73,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,26061,38230,52570,65131,65535,65535,65535,65535,65535,65535,LED OFF
