LED Status,Date,Time,Type,F1 (415nm),F2 (445nm),F3 (480nm),F4 (515nm),F5 (555nm),F6 (590nm),F7 (630nm),F8 (680nm),Clear (),NIR (),Type,F1 415nm,F2 445nm,F3 480nm,F4 515nm,F5 555nm,F6 590nm,F7 630nm,F8 680nm,Clear,NIR,
LED ON,2023/7/20 (Thursday) ,14:07:06,BASIC COUNTS,0.41,0.6,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29335,43173,60021,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:07:07,BASIC COUNTS,0.41,0.6,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29374,43216,60081,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:07:09,BASIC COUNTS,0.41,0.6,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29418,43292,60175,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:07:11,BASIC COUNTS,0.41,0.6,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29481,43376,60287,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:07:12,BASIC COUNTS,0.41,0.6,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29501,43390,60324,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:07:14,BASIC COUNTS,0.41,0.6,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29506,43417,60344,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:07:16,BASIC COUNTS,0.41,0.6,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29492,43391,60303,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:07:17,BASIC COUNTS,0.41,0.6,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29512,43446,60351,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:07:19,BASIC COUNTS,0.41,0.6,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29504,43410,60322,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:07:20,BASIC COUNTS,0.41,0.6,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29504,43416,60332,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:07:22,BASIC COUNTS,0.41,0.6,0.84,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29472,43361,60266,65535,65535,65535,65535,65535,65535,65535,LED OFF
