LED Status,Date,Time,Type,F1 (415nm),F2 (445nm),F3 (480nm),F4 (515nm),F5 (555nm),F6 (590nm),F7 (630nm),F8 (680nm),Clear (),NIR (),Type,F1 415nm,F2 445nm,F3 480nm,F4 515nm,F5 555nm,F6 590nm,F7 630nm,F8 680nm,Clear,NIR,
LED ON,2023/7/20 (Thursday) ,14:04:00,BASIC COUNTS,0.4,0.59,0.82,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,28822,42444,59058,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:04:02,BASIC COUNTS,0.4,0.59,0.82,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,28884,42498,59162,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:04:04,BASIC COUNTS,0.4,0.59,0.82,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,28903,42591,59252,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:04:05,BASIC COUNTS,0.4,0.59,0.82,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,28900,42580,59217,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:04:07,BASIC COUNTS,0.4,0.59,0.82,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,28902,42580,59225,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:04:09,BASIC COUNTS,0.4,0.59,0.82,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,28933,42609,59269,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:04:10,BASIC COUNTS,0.4,0.59,0.83,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29008,42735,59439,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:04:12,BASIC COUNTS,0.4,0.6,0.83,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29094,42871,59613,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:04:14,BASIC COUNTS,0.41,0.6,0.83,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29184,43007,59802,65535,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/20 (Thursday) ,14:04:15,BASIC COUNTS,0.41,0.6,0.83,0.91,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,29247,43096,59915,65535,65535,65535,65535,65535,65535,65535,LED OFF
