LED Status,Date,Time,Type,F1 (415nm),F2 (445nm),F3 (480nm),F4 (515nm),F5 (555nm),F6 (590nm),F7 (630nm),F8 (680nm),Clear (),NIR (),Type,F1 415nm,F2 445nm,F3 480nm,F4 515nm,F5 555nm,F6 590nm,F7 630nm,F8 680nm,Clear,NIR,
LED ON,2023/7/19 (Wednesday) ,13:21:42,BASIC COUNTS,0.35,0.52,0.72,0.88,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,25502,37456,51417,63517,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:21:43,BASIC COUNTS,0.35,0.52,0.71,0.88,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,25339,37238,51104,63138,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:21:45,BASIC COUNTS,0.35,0.52,0.71,0.87,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,25241,37065,50861,62857,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:21:47,BASIC COUNTS,0.35,0.52,0.71,0.87,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,25231,37051,50836,62842,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:21:48,BASIC COUNTS,0.35,0.52,0.71,0.87,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,25233,37043,50828,62820,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:21:50,BASIC COUNTS,0.34,0.5,0.69,0.85,0.88,0.91,0.91,0.91,0.91,0.91,RAW VALUES,24492,35954,49326,60854,63171,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:21:52,BASIC COUNTS,0.23,0.34,0.46,0.56,0.53,0.57,0.75,0.72,0.91,0.71,RAW VALUES,16799,24683,33368,40348,37972,41192,53605,52044,65535,50804,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:21:53,BASIC COUNTS,0.2,0.29,0.39,0.47,0.47,0.5,0.64,0.62,0.91,0.58,RAW VALUES,14427,21173,28388,33931,33438,35839,46226,44387,65535,41392,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:21:55,BASIC COUNTS,0.21,0.31,0.41,0.49,0.52,0.56,0.73,0.71,0.91,0.67,RAW VALUES,14936,21956,29496,35340,37331,40384,52430,50775,65535,48403,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:21:57,BASIC COUNTS,0.26,0.37,0.51,0.62,0.66,0.73,0.91,0.91,0.91,0.91,RAW VALUES,18330,26941,36572,44453,47778,52617,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:21:58,BASIC COUNTS,0.26,0.39,0.53,0.64,0.61,0.67,0.88,0.86,0.91,0.85,RAW VALUES,19030,27988,38071,46328,43854,48091,63077,61820,65535,61391,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:00,BASIC COUNTS,0.19,0.29,0.38,0.46,0.49,0.53,0.69,0.66,0.91,0.62,RAW VALUES,13971,20524,27488,32800,35514,38253,49489,47695,65535,44298,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:02,BASIC COUNTS,0.2,0.29,0.38,0.46,0.48,0.52,0.67,0.65,0.91,0.6,RAW VALUES,14038,20631,27604,32934,34818,37394,48317,46601,65535,43315,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:03,BASIC COUNTS,0.2,0.3,0.4,0.48,0.5,0.54,0.7,0.67,0.91,0.64,RAW VALUES,14663,21540,28900,34581,35835,38654,50117,48441,65535,45680,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:05,BASIC COUNTS,0.29,0.42,0.58,0.7,0.84,0.91,0.91,0.91,0.91,0.91,RAW VALUES,20647,30345,41373,50615,60383,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:07,BASIC COUNTS,0.34,0.5,0.69,0.85,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,24566,36029,49494,61123,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:08,BASIC COUNTS,0.34,0.5,0.69,0.85,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,24609,36137,49624,61331,65535,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:10,BASIC COUNTS,0.34,0.5,0.68,0.85,0.91,0.91,0.91,0.91,0.91,0.91,RAW VALUES,24398,35813,49194,60760,65359,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:11,BASIC COUNTS,0.34,0.5,0.68,0.84,0.9,0.91,0.91,0.91,0.91,0.91,RAW VALUES,24236,35591,48816,60305,64736,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:13,BASIC COUNTS,0.34,0.49,0.67,0.83,0.89,0.91,0.91,0.91,0.91,0.91,RAW VALUES,24100,35344,48490,59905,64307,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:15,BASIC COUNTS,0.33,0.49,0.67,0.83,0.89,0.91,0.91,0.91,0.91,0.91,RAW VALUES,24044,35281,48413,59784,64231,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:16,BASIC COUNTS,0.34,0.49,0.67,0.83,0.9,0.91,0.91,0.91,0.91,0.91,RAW VALUES,24109,35381,48510,59906,64345,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:18,BASIC COUNTS,0.33,0.49,0.67,0.83,0.89,0.91,0.91,0.91,0.91,0.91,RAW VALUES,24030,35276,48417,59749,64140,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:20,BASIC COUNTS,0.33,0.49,0.67,0.83,0.89,0.91,0.91,0.91,0.91,0.91,RAW VALUES,23939,35122,48195,59457,63744,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:21,BASIC COUNTS,0.33,0.49,0.67,0.82,0.88,0.91,0.91,0.91,0.91,0.91,RAW VALUES,23768,34897,47816,59009,63225,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:23,BASIC COUNTS,0.33,0.48,0.66,0.82,0.88,0.91,0.91,0.91,0.91,0.91,RAW VALUES,23717,34846,47742,58912,63279,65535,65535,65535,65535,65535,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:22:25,BASIC COUNTS,0.33,0.48,0.66,0.82,0.88,0.91,0.91,0.91,0.91,0.91,RAW VALUES,23734,34842,47756,58946,63373,65535,65535,65535,65535,65535,LED OFF
