LED Status,Date,Time,Type,F1 (415nm),F2 (445nm),F3 (480nm),F4 (515nm),F5 (555nm),F6 (590nm),F7 (630nm),F8 (680nm),Clear (),NIR (),Type,F1 415nm,F2 445nm,F3 480nm,F4 515nm,F5 555nm,F6 590nm,F7 630nm,F8 680nm,Clear,NIR,
LED ON,2023/7/21 (Friday) ,14:25:50,BASIC COUNTS,0.38,0.57,0.79,0.98,1.04,1.18,1.57,1.55,6.46,1.73,RAW VALUES,153,227,316,393,417,471,629,621,2588,691,LED OFF
LED ON,2023/7/21 (Friday) ,14:25:51,BASIC COUNTS,0.38,0.57,0.8,0.99,1.05,1.19,1.59,1.57,6.52,1.74,RAW VALUES,154,229,319,396,421,475,635,627,2609,697,LED OFF
LED ON,2023/7/21 (Friday) ,14:25:52,BASIC COUNTS,0.39,0.57,0.8,0.99,1.05,1.19,1.59,1.57,6.54,1.75,RAW VALUES,155,230,320,398,422,476,637,628,2617,699,LED OFF
LED ON,2023/7/21 (Friday) ,14:25:54,BASIC COUNTS,0.39,0.58,0.8,1,1.06,1.2,1.6,1.58,6.59,1.76,RAW VALUES,156,231,322,400,425,480,642,634,2637,705,LED OFF
LED ON,2023/7/21 (Friday) ,14:25:55,BASIC COUNTS,0.39,0.58,0.81,1.01,1.07,1.21,1.61,1.59,6.63,1.78,RAW VALUES,157,233,324,403,428,483,646,638,2655,711,LED OFF
LED ON,2023/7/21 (Friday) ,14:25:56,BASIC COUNTS,0.39,0.58,0.82,1.01,1.08,1.22,1.63,1.61,6.68,1.79,RAW VALUES,158,234,327,406,431,487,651,643,2676,717,LED OFF
LED ON,2023/7/21 (Friday) ,14:25:57,BASIC COUNTS,0.4,0.59,0.82,1.02,1.08,1.22,1.64,1.62,6.72,1.8,RAW VALUES,159,236,329,408,434,490,655,647,2690,720,LED OFF
LED ON,2023/7/21 (Friday) ,14:25:59,BASIC COUNTS,0.4,0.59,0.82,1.02,1.08,1.22,1.64,1.62,6.73,1.8,RAW VALUES,159,236,329,409,434,490,655,647,2693,721,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:00,BASIC COUNTS,0.4,0.59,0.82,1.02,1.08,1.22,1.64,1.62,6.72,1.8,RAW VALUES,159,236,329,409,434,490,655,647,2692,721,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:01,BASIC COUNTS,0.4,0.59,0.82,1.02,1.08,1.22,1.63,1.61,6.7,1.79,RAW VALUES,159,235,329,408,433,488,653,645,2683,718,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:03,BASIC COUNTS,0.39,0.58,0.82,1.01,1.08,1.22,1.63,1.6,6.67,1.79,RAW VALUES,158,234,327,406,431,487,651,642,2672,715,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:04,BASIC COUNTS,0.39,0.58,0.81,1.01,1.07,1.21,1.62,1.6,6.65,1.78,RAW VALUES,157,233,325,404,429,484,648,640,2661,713,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:05,BASIC COUNTS,0.39,0.58,0.81,1.01,1.07,1.21,1.62,1.6,6.63,1.78,RAW VALUES,157,233,325,403,428,483,647,639,2655,713,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:06,BASIC COUNTS,0.39,0.58,0.81,1.01,1.07,1.21,1.62,1.6,6.64,1.78,RAW VALUES,157,232,324,403,428,484,647,640,2659,714,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:08,BASIC COUNTS,0.39,0.58,0.81,1.01,1.07,1.21,1.62,1.61,6.67,1.79,RAW VALUES,157,234,326,405,430,486,650,643,2671,718,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:09,BASIC COUNTS,0.39,0.59,0.82,1.01,1.08,1.22,1.63,1.61,6.69,1.8,RAW VALUES,158,235,327,406,431,487,652,644,2677,719,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:10,BASIC COUNTS,0.39,0.58,0.81,1.01,1.07,1.21,1.63,1.61,6.67,1.79,RAW VALUES,157,234,326,405,430,486,651,643,2672,718,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:12,BASIC COUNTS,0.39,0.58,0.81,1.01,1.07,1.21,1.62,1.6,6.66,1.79,RAW VALUES,157,234,326,405,430,485,650,642,2667,717,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:13,BASIC COUNTS,0.39,0.58,0.8,1,1.06,1.2,1.6,1.58,6.57,1.77,RAW VALUES,155,231,322,400,423,479,641,634,2632,709,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:14,BASIC COUNTS,0.38,0.56,0.79,0.98,1.04,1.17,1.57,1.55,6.44,1.73,RAW VALUES,153,226,316,392,415,469,628,620,2578,694,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:15,BASIC COUNTS,0.39,0.58,0.8,1,1.06,1.2,1.6,1.58,6.58,1.77,RAW VALUES,155,231,322,399,424,479,641,634,2633,708,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:17,BASIC COUNTS,0.39,0.58,0.81,1,1.06,1.2,1.61,1.59,6.6,1.77,RAW VALUES,156,231,323,401,426,481,643,636,2643,710,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:18,BASIC COUNTS,0.39,0.58,0.81,1,1.06,1.2,1.6,1.59,6.59,1.77,RAW VALUES,156,231,323,401,425,480,642,635,2640,710,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:19,BASIC COUNTS,0.39,0.57,0.8,1,1.06,1.2,1.6,1.58,6.58,1.77,RAW VALUES,155,230,321,399,424,479,641,634,2634,710,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:21,BASIC COUNTS,0.39,0.58,0.81,1,1.06,1.2,1.61,1.59,6.6,1.78,RAW VALUES,156,231,323,401,426,481,644,637,2644,714,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:22,BASIC COUNTS,0.39,0.58,0.81,1.01,1.07,1.21,1.62,1.6,6.65,1.79,RAW VALUES,157,233,324,403,428,484,648,641,2661,718,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:23,BASIC COUNTS,0.39,0.58,0.81,1.01,1.07,1.21,1.62,1.61,6.67,1.8,RAW VALUES,157,233,325,404,430,486,650,643,2671,721,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:24,BASIC COUNTS,0.39,0.59,0.82,1.02,1.08,1.22,1.63,1.62,6.71,1.81,RAW VALUES,158,235,328,407,433,489,654,647,2686,725,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:26,BASIC COUNTS,0.4,0.59,0.82,1.02,1.09,1.23,1.64,1.62,6.74,1.82,RAW VALUES,159,236,329,409,435,491,658,650,2698,728,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:27,BASIC COUNTS,0.4,0.59,0.82,1.02,1.09,1.23,1.64,1.63,6.75,1.82,RAW VALUES,159,236,330,410,435,492,658,651,2702,728,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:28,BASIC COUNTS,0.39,0.57,0.8,0.99,1.05,1.19,1.59,1.57,6.52,1.76,RAW VALUES,155,229,320,397,421,475,635,628,2610,703,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:30,BASIC COUNTS,0.4,0.59,0.83,1.03,1.09,1.24,1.65,1.63,6.78,1.83,RAW VALUES,160,237,331,412,438,495,662,654,2715,732,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:31,BASIC COUNTS,0.4,0.59,0.83,1.03,1.09,1.24,1.66,1.64,6.79,1.83,RAW VALUES,160,237,332,412,438,495,663,655,2718,733,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:32,BASIC COUNTS,0.4,0.59,0.83,1.03,1.09,1.24,1.65,1.64,6.79,1.83,RAW VALUES,160,238,331,412,438,495,662,655,2717,732,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:33,BASIC COUNTS,0.4,0.59,0.83,1.03,1.09,1.23,1.65,1.63,6.78,1.83,RAW VALUES,160,237,331,411,437,494,661,654,2713,733,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:35,BASIC COUNTS,0.4,0.59,0.83,1.03,1.09,1.23,1.65,1.64,6.78,1.83,RAW VALUES,160,237,331,412,437,494,662,655,2716,734,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:36,BASIC COUNTS,0.4,0.59,0.83,1.03,1.09,1.24,1.66,1.64,6.8,1.84,RAW VALUES,160,238,332,412,438,495,663,656,2721,735,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:37,BASIC COUNTS,0.4,0.59,0.83,1.03,1.1,1.24,1.66,1.64,6.82,1.84,RAW VALUES,161,238,333,414,440,497,666,658,2730,738,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:39,BASIC COUNTS,0.4,0.6,0.83,1.04,1.1,1.24,1.66,1.65,6.83,1.84,RAW VALUES,161,239,334,415,440,498,666,659,2733,738,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:40,BASIC COUNTS,0.4,0.6,0.84,1.04,1.11,1.25,1.67,1.65,6.86,1.85,RAW VALUES,162,240,335,416,443,501,670,662,2748,742,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:41,BASIC COUNTS,0.4,0.6,0.84,1.04,1.11,1.25,1.68,1.66,6.88,1.86,RAW VALUES,162,241,337,418,445,502,672,664,2756,744,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:42,BASIC COUNTS,0.22,0.32,0.44,0.54,0.9,1.01,1.36,1.34,5.58,1.5,RAW VALUES,88,129,177,218,359,406,543,537,2232,600,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:44,BASIC COUNTS,0.06,0.09,0.13,0.15,1,1.13,1.52,1.5,6.21,1.68,RAW VALUES,25,35,51,61,400,453,607,602,2487,673,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:45,BASIC COUNTS,0.41,0.6,0.84,1.05,1.11,1.26,1.68,1.67,6.91,1.87,RAW VALUES,163,242,337,419,446,504,674,667,2765,747,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:46,BASIC COUNTS,0.41,0.6,0.84,1.05,1.11,1.26,1.69,1.67,6.91,1.87,RAW VALUES,163,242,338,420,446,504,675,667,2766,748,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:48,BASIC COUNTS,0.4,0.6,0.83,1.04,1.1,1.24,1.67,1.65,6.83,1.85,RAW VALUES,161,239,334,415,441,498,667,659,2734,740,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:49,BASIC COUNTS,0.4,0.59,0.83,1.03,1.09,1.24,1.66,1.64,6.79,1.84,RAW VALUES,160,238,332,412,438,495,663,656,2718,736,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:50,BASIC COUNTS,0.4,0.59,0.82,1.02,1.09,1.23,1.65,1.63,6.77,1.83,RAW VALUES,159,236,329,409,437,494,661,654,2710,734,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:51,BASIC COUNTS,0.4,0.6,0.84,1.04,1.11,1.25,1.68,1.66,6.87,1.86,RAW VALUES,162,240,336,417,443,501,671,663,2750,745,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:53,BASIC COUNTS,0.4,0.59,0.83,1.03,1.1,1.24,1.66,1.64,6.81,1.85,RAW VALUES,160,238,332,413,439,497,665,658,2728,739,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:54,BASIC COUNTS,0.4,0.59,0.82,1.03,1.09,1.23,1.65,1.63,6.77,1.84,RAW VALUES,160,237,330,411,436,494,661,654,2709,735,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:55,BASIC COUNTS,0.39,0.58,0.81,1.01,1.08,1.22,1.63,1.61,6.69,1.82,RAW VALUES,158,234,326,406,431,488,653,646,2679,728,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:57,BASIC COUNTS,0.4,0.59,0.82,1.02,1.09,1.23,1.65,1.63,6.75,1.83,RAW VALUES,159,235,328,409,435,492,659,652,2701,733,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:58,BASIC COUNTS,0.4,0.59,0.83,1.03,1.09,1.23,1.65,1.64,6.78,1.84,RAW VALUES,160,237,331,412,437,494,662,655,2714,735,LED OFF
LED ON,2023/7/21 (Friday) ,14:26:59,BASIC COUNTS,0.4,0.59,0.82,1.02,1.09,1.23,1.65,1.63,6.75,1.83,RAW VALUES,159,236,330,410,436,493,660,652,2704,732,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:00,BASIC COUNTS,0.39,0.58,0.81,1.01,1.07,1.21,1.62,1.61,6.66,1.8,RAW VALUES,157,233,326,405,430,486,650,643,2666,721,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:02,BASIC COUNTS,0.39,0.58,0.81,1.01,1.08,1.22,1.63,1.61,6.69,1.82,RAW VALUES,157,234,326,406,431,488,653,646,2678,727,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:03,BASIC COUNTS,0.39,0.58,0.82,1.02,1.08,1.22,1.64,1.62,6.72,1.83,RAW VALUES,158,234,327,407,433,490,656,649,2691,731,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:04,BASIC COUNTS,0.4,0.59,0.82,1.02,1.09,1.23,1.65,1.63,6.76,1.84,RAW VALUES,159,235,328,409,435,493,660,653,2705,735,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:06,BASIC COUNTS,0.4,0.6,0.83,1.04,1.1,1.25,1.67,1.65,6.84,1.85,RAW VALUES,161,239,333,415,441,499,668,661,2739,742,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:07,BASIC COUNTS,0.41,0.6,0.84,1.05,1.11,1.26,1.69,1.67,6.91,1.87,RAW VALUES,163,242,337,420,446,504,675,667,2767,750,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:08,BASIC COUNTS,0.41,0.61,0.85,1.06,1.12,1.27,1.7,1.68,6.96,1.89,RAW VALUES,164,244,340,423,450,509,680,672,2788,755,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:09,BASIC COUNTS,0.41,0.61,0.85,1.06,1.13,1.28,1.71,1.69,7.01,1.9,RAW VALUES,165,245,342,426,452,511,684,676,2805,760,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:11,BASIC COUNTS,0.41,0.61,0.85,1.06,1.13,1.28,1.71,1.69,7.01,1.9,RAW VALUES,165,245,342,426,452,512,684,677,2805,761,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:12,BASIC COUNTS,0.41,0.61,0.85,1.06,1.13,1.28,1.71,1.69,7,1.9,RAW VALUES,165,245,341,425,452,511,684,676,2802,761,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:13,BASIC COUNTS,0.41,0.61,0.85,1.06,1.13,1.28,1.71,1.69,7.02,1.91,RAW VALUES,165,245,342,426,453,512,685,678,2809,763,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:14,BASIC COUNTS,0.41,0.61,0.86,1.07,1.13,1.28,1.72,1.7,7.04,1.91,RAW VALUES,166,246,343,427,454,514,687,680,2817,765,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:16,BASIC COUNTS,0.41,0.62,0.86,1.07,1.14,1.29,1.72,1.7,7.06,1.92,RAW VALUES,166,247,344,429,456,515,690,682,2826,768,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:17,BASIC COUNTS,0.42,0.62,0.86,1.07,1.14,1.29,1.73,1.71,7.09,1.93,RAW VALUES,167,248,346,430,458,518,693,685,2838,771,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:18,BASIC COUNTS,0.42,0.62,0.86,1.08,1.14,1.29,1.73,1.72,7.1,1.93,RAW VALUES,167,248,346,431,458,518,694,687,2843,773,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:20,BASIC COUNTS,0.42,0.62,0.86,1.08,1.14,1.29,1.73,1.72,7.1,1.93,RAW VALUES,167,248,346,431,458,518,694,687,2843,773,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:21,BASIC COUNTS,0.42,0.62,0.87,1.08,1.15,1.3,1.74,1.72,7.11,1.93,RAW VALUES,167,248,347,432,459,519,695,688,2848,774,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:22,BASIC COUNTS,0.42,0.62,0.87,1.08,1.15,1.3,1.74,1.72,7.13,1.94,RAW VALUES,168,249,348,433,460,521,697,690,2855,776,LED OFF
LED ON,2023/7/21 (Friday) ,14:27:23,BASIC COUNTS,0.42,0.62,0.87,1.08,1.15,1.3,1.74,1.72,7.14,1.94,RAW VALUES,168,249,348,433,460,521,697,690,2857,777,LED OFF
