LED Status,Time,F1 415nm (Basic Count),F2 445nm (Basic Count),F3 480nm (Basic Count),F4 515nm (Basic Count),F5 555nm (Basic Count),F6 590nm (Basic Count),F7 630nm (Basic Count),F8 680nm (Basic Count),Clear (Basic Count),NIR (Basic Count),F1 415nm (Raw Value),F2 445nm (Raw Value),F3 480nm (Raw Value),F4 515nm (Raw Value),F5 555nm (Raw Value),F6 590nm (Raw Value),F7 630nm (Raw Value),F8 680nm (Raw Value),Clear (Raw Value),NIR (Raw Value),
LED ON,2023/7/12 (Wednesday) 10:52:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:52:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:52:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:52:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:52:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:52:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:52:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:52:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
LED ON,2023/7/12 (Wednesday) 10:53:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LED OFF
