LED Status,Date,Time,Type,F1 (415nm),F2 (445nm),F3 (480nm),F4 (515nm),F5 (555nm),F6 (590nm),F7 (630nm),F8 (680nm),Clear (),NIR (),Type,F1 415nm,F2 445nm,F3 480nm,F4 515nm,F5 555nm,F6 590nm,F7 630nm,F8 680nm,Clear,NIR,
LED ON,2023/7/19 (Wednesday) ,13:28:06,BASIC COUNTS,0.05,0.07,0.1,0.11,0.11,0.12,0.15,0.15,0.53,0.18,RAW VALUES,3638,5265,6829,7968,8040,8465,10779,10955,37755,12854,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:08,BASIC COUNTS,0.05,0.07,0.09,0.11,0.11,0.12,0.15,0.15,0.52,0.18,RAW VALUES,3634,5259,6823,7963,8021,8452,10755,10932,37631,12812,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:10,BASIC COUNTS,0.05,0.07,0.09,0.11,0.11,0.12,0.15,0.15,0.52,0.18,RAW VALUES,3626,5242,6798,7934,7989,8417,10715,10898,37533,12795,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:11,BASIC COUNTS,0.05,0.07,0.1,0.11,0.11,0.12,0.15,0.15,0.53,0.18,RAW VALUES,3653,5284,6855,8002,8058,8481,10805,10981,37841,12921,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:13,BASIC COUNTS,0.05,0.07,0.1,0.11,0.11,0.12,0.15,0.15,0.53,0.18,RAW VALUES,3681,5324,6904,8056,8059,8489,10792,10976,37910,12994,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:15,BASIC COUNTS,0.05,0.07,0.09,0.11,0.11,0.12,0.15,0.15,0.52,0.18,RAW VALUES,3613,5228,6779,7910,8002,8430,10719,10901,37687,12960,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:16,BASIC COUNTS,0.05,0.07,0.1,0.11,0.11,0.12,0.15,0.15,0.53,0.18,RAW VALUES,3671,5306,6881,8030,8002,8420,10695,10880,37777,13051,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:18,BASIC COUNTS,0.05,0.08,0.1,0.11,0.11,0.12,0.15,0.15,0.53,0.18,RAW VALUES,3739,5415,7024,8200,8182,8609,10918,11054,38369,13113,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:20,BASIC COUNTS,0.05,0.07,0.09,0.11,0.11,0.11,0.14,0.14,0.5,0.17,RAW VALUES,3534,5109,6623,7729,7599,8005,10178,10358,35867,12466,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:21,BASIC COUNTS,0.05,0.07,0.09,0.11,0.11,0.11,0.14,0.15,0.51,0.18,RAW VALUES,3481,5034,6524,7612,7728,8137,10341,10523,36461,12645,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:23,BASIC COUNTS,0.05,0.07,0.09,0.11,0.11,0.11,0.14,0.15,0.51,0.18,RAW VALUES,3512,5078,6583,7679,7781,8194,10400,10589,36707,12732,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:25,BASIC COUNTS,0.05,0.07,0.09,0.1,0.1,0.11,0.14,0.14,0.49,0.17,RAW VALUES,3364,4863,6300,7361,7421,7819,9948,10159,35129,12286,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:26,BASIC COUNTS,0.05,0.07,0.09,0.1,0.1,0.11,0.14,0.14,0.5,0.17,RAW VALUES,3413,4935,6390,7465,7535,7941,10092,10293,35652,12440,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:28,BASIC COUNTS,0.05,0.07,0.09,0.1,0.11,0.11,0.14,0.14,0.5,0.17,RAW VALUES,3415,4938,6405,7476,7668,8065,10253,10409,35976,12357,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:30,BASIC COUNTS,0.05,0.07,0.09,0.11,0.11,0.11,0.15,0.15,0.52,0.18,RAW VALUES,3487,5041,6536,7628,7832,8247,10489,10697,37087,12950,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:31,BASIC COUNTS,0.05,0.08,0.1,0.11,0.12,0.12,0.15,0.16,0.54,0.18,RAW VALUES,3775,5466,7089,8264,8290,8705,11044,11190,38853,13287,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:33,BASIC COUNTS,0.05,0.07,0.09,0.11,0.11,0.11,0.14,0.15,0.51,0.18,RAW VALUES,3611,5225,6769,7895,7723,8131,10328,10528,36697,12875,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:34,BASIC COUNTS,0.05,0.07,0.09,0.1,0.11,0.11,0.14,0.14,0.5,0.18,RAW VALUES,3444,4976,6446,7521,7581,7985,10145,10349,36047,12692,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:36,BASIC COUNTS,0.05,0.07,0.09,0.11,0.11,0.11,0.14,0.15,0.51,0.18,RAW VALUES,3531,5103,6613,7710,7781,8183,10397,10589,36901,12909,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:38,BASIC COUNTS,0.05,0.07,0.09,0.11,0.11,0.11,0.14,0.15,0.51,0.18,RAW VALUES,3476,5026,6513,7595,7664,8074,10254,10469,36333,12753,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:39,BASIC COUNTS,0.05,0.07,0.09,0.11,0.11,0.11,0.15,0.15,0.51,0.18,RAW VALUES,3524,5094,6612,7713,7846,8252,10468,10628,36949,12823,LED OFF
LED ON,2023/7/19 (Wednesday) ,13:28:41,BASIC COUNTS,0.05,0.07,0.09,0.11,0.11,0.11,0.14,0.15,0.51,0.18,RAW VALUES,3499,5059,6560,7652,7803,8209,10416,10596,36869,12897,LED OFF
